License_Fiscal_Year_License_Num,Business_Name,Street_Address,City,State,Zip,Business_Phone_Number,Classification_Code,Classification_Description,License_Expir_Date,Issue_Date,License_Fiscal_Year,License_Status,License_Status_Description,Council_District_Code,Council_District_Description,Location_1,FID
,TASTE OF MEXICO,2637 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 232-8960,RESTZ,RESTAURANTS N-Z,2008-03-31T04:00:00.000Z,2007-04-03T04:00:00.000Z,2007,RN,Renewed,SB2,COUNCIL DISTRICT 2,"2637 W WESTERN AVE
SOUTH BEND, IN 46619
(41.672029, -86.287489)",14169
,"MC INVESTMENTS, LLC",123 N MAIN ST,SOUTH BEND,IN,46601,(216) 781-9110,PARK,PUBLIC PARKING FACILITY,2007-01-31T05:00:00.000Z,2007-06-12T04:00:00.000Z,2006,RN,Renewed,,,"123 N MAIN ST
SOUTH BEND, IN 46601
(41.676971, -86.251989)",14170
,HERB'S TOWING,2822 W SAMPLE ST,SOUTH BEND,IN,46628,(574) 289-3221,VEHREM,VEHICLE REMOVAL,2007-01-31T05:00:00.000Z,2006-03-07T05:00:00.000Z,2006,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2822 W SAMPLE ST
SOUTH BEND, IN 46628
(41.664755, -86.289983)",14171
,EL PARAISO,425 S MAIN ST,SOUTH BEND,IN,46601,(574) 234-1546,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-03-17T05:00:00.000Z,2006,RN,Renewed,SB2,COUNCIL DISTRICT 2,"425 S MAIN ST
SOUTH BEND, IN 46601
(41.671538, -86.251867)",14172
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,,(574) 400-9621,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-16T04:00:00.000Z,2015,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.699999830000024, -86.30750750999994)",14173
,BRIAN A ANDERSON,54152 ASH RD,OSCEOLA,IN,46561,(574) 675-7620,PEDDLR,PEDDLER & CANVASSER,2007-01-31T05:00:00.000Z,2006-01-19T05:00:00.000Z,2006,IN,Incative and no longer licensed,,,"54152 ASH RD
OSCEOLA, IN 46561
(41.70777, -86.061933)",14174
,THE BEEHIVE,706 E JEFFERSON BLVD,SOUTH BEND,IN,46617,(574) 233-1556,MSGEST,MASSAGE ESTABLISHMENT,2007-01-31T05:00:00.000Z,2006-09-28T04:00:00.000Z,2006,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"706 E JEFFERSON BLVD
SOUTH BEND, IN 46617
(41.675136, -86.240964)",14175
,IDLE HOURS BOOKSHOP,212 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-3860,SECOND,SECOND HAND DEALERS,2008-01-31T05:00:00.000Z,2007-02-27T05:00:00.000Z,2007,RN,Renewed,SB1,COUNCIL DISTRICT 1,"212 S MICHIGAN ST
SOUTH BEND, IN 46601
(41.674566, -86.250298)",14176
,INSTANT LUBE #2,5121 W WESTERN AVE,SOUTH BEND,IN,46601,(574) 276-5656,AUTO,AUTOMOTIVE REPAIR & SVC,2009-01-31T05:00:00.000Z,2008-03-27T04:00:00.000Z,2008,RN,Renewed,SB2,COUNCIL DISTRICT 2,"5121 W WESTERN AVE
SOUTH BEND, IN 46601
(41.671974, -86.319783)",14177
,803 PEASHWAY ST,803 PEASHWAY ST,SOUTH BEND,IN,46617,(574) 246-1654,LPARKO,LAWN PARK 10 OR MORE SPACES,2009-10-03T04:00:00.000Z,2009-09-28T04:00:00.000Z,2009,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"803 PEASHWAY ST
SOUTH BEND, IN 46617
(41.691986, -86.239659)",14178
,UNITED CAB,2107 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-9599,TAXICAB,TAXI VEHICLE,2007-06-01T04:00:00.000Z,2006-09-07T04:00:00.000Z,2006,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2107 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.652009, -86.249769)",14179
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,,(574) 400-9621,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-16T04:00:00.000Z,2015,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.699999830000024, -86.30750750999994)",14180
,HOPE MINISTRIES,432 S LAFAYETTE BLVD,SOUTH BEND,IN,46601,(574) 288-4842,HOTEL,HOTEL/MOTEL,2007-01-31T05:00:00.000Z,2006-08-02T04:00:00.000Z,2006,RN,Renewed,SB2,COUNCIL DISTRICT 2,"432 S LAFAYETTE BLVD
SOUTH BEND, IN 46601
(41.671331, -86.253463)",14181
,ELKS LODGE #298,1001 W WESTERN AVE,SOUTH BEND,IN,46617,(574) 232-2678,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-05-24T04:00:00.000Z,2006,VO,Voided,SB2,COUNCIL DISTRICT 2,"1001 W WESTERN AVE
SOUTH BEND, IN 46617
(41.672155, -86.263912)",14182
,"AMANDA ALEXANDER  -  VIVINT, I",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(801) 377-9111,PEDDLR,PEDDLER & CANVASSER,2013-01-31T05:00:00.000Z,2012-05-07T04:00:00.000Z,2012,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",14183
,BIGGS WEST END AUTO,3102 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 232-8521,AUTO,AUTOMOTIVE REPAIR & SVC,2006-01-31T05:00:00.000Z,2005-01-01T05:00:00.000Z,2005,IN,Incative and no longer licensed,SB6,COUNCIL DISTRICT 6,"3102 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671979, -86.292618)",14184
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 400-9621,TAXICAB,TAXI VEHICLE,2009-06-01T04:00:00.000Z,2008-09-04T04:00:00.000Z,2008,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",14185
,EARNEST LEE EASTON ASSOCIATES,508 N HILL ST,SOUTH BEND,IN,46617,(574) 239-6578,PEDDLR,PEDDLER & CANVASSER,2007-01-31T05:00:00.000Z,2006-01-26T05:00:00.000Z,2006,RN,Renewed,SB4,COUNCIL DISTRICT 4,"508 N HILL ST
SOUTH BEND, IN 46617
(41.682191, -86.24297)",14186
,BLUE RIBBON TAXI,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 233-4040,TAXICAB,TAXI VEHICLE,2012-10-01T04:00:00.000Z,2011-09-20T04:00:00.000Z,2011,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",14187
,"RASZIPOVITS, LESLIE",522 S SAINT JOSEPH ST,SOUTH BEND,IN,,(574) 302-9240,TAXID,TAXI DRIVER,2015-10-01T04:00:00.000Z,2014-09-15T04:00:00.000Z,2015,AC,Active and Licensed,SB2,COUNCIL DISTRICT 2,"522 S SAINT JOSEPH ST
SOUTH BEND, IN 46624
(41.670657550000044, -86.24862681099995)",14188
,HOLY CROSS SCHOOL,1020 WILBER ST,SOUTH BEND,IN,46628,(574) 233-2179,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-04-12T04:00:00.000Z,2006,RN,Renewed,SB1,COUNCIL DISTRICT 1,"1020 WILBER ST
SOUTH BEND, IN 46628
(41.688197, -86.273986)",14189
,"SUBWAY OF SOUTH BEND VII, INC",3701 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 271-6807,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-03-30T05:00:00.000Z,2006,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3701 PORTAGE AVE
SOUTH BEND, IN 46628
(41.72876, -86.289828)",14190
,"OUTLAW SR, MELVIN L",132 LA PORTE AVE,SOUTH BEND,IN,46616-1040,(574) 485-7904,TAXID,TAXI DRIVER,2007-06-01T04:00:00.000Z,2006-05-31T04:00:00.000Z,2006,AC,Active and Licensed,,,"132 LA PORTE AVE
SOUTH BEND, IN 46616-1040
(41.677099, -86.26331)",14191
,"GALLAGHER, TIMOTHY M",329 W MADISON ST,SOUTH BEND,IN,46616,(574) 472-1178,TAXID,TAXI DRIVER,2005-06-01T04:00:00.000Z,2004-07-01T04:00:00.000Z,2004,RN,Renewed,SB1,COUNCIL DISTRICT 1,"329 W MADISON ST
SOUTH BEND, IN 46616
(41.68048, -86.255208)",14192
,MINERVA MORENO  -  VIVINT,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(855) 484-8468,PEDDLR,PEDDLER & CANVASSER,2013-01-31T05:00:00.000Z,2012-05-10T04:00:00.000Z,2012,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",14193
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 400-9621,TAXICAB,TAXI VEHICLE,2008-06-01T04:00:00.000Z,2007-05-17T04:00:00.000Z,2007,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",14194
,BOB JONES,112 BOSSE AVE,MISHAWAKA,IN,46544,(574) 360-6448,TRASH,RUBBISH & GARBAGE REMOVAL,2013-04-30T04:00:00.000Z,2012-05-31T04:00:00.000Z,2012,RN,Renewed,,,"112 BOSSE AVE
MISHAWAKA, IN 46544
(41.662, -86.130009)",14195
,ABC CAB (DON'T USE),1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-4000,TAXICO,TAXI COMPANY,2005-06-01T04:00:00.000Z,2004-04-22T04:00:00.000Z,2004,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",14196
,OWEN SANTOS  -  VIVINT INC.,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(801) 377-9111,PEDDLR,PEDDLER & CANVASSER,2013-01-31T05:00:00.000Z,2012-05-10T04:00:00.000Z,2012,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",14197
,B AND B FLORAL ADVENTURES,26160 LAKE LN,SOUTH BEND,IN,46619,(574) 289-2017,ARBOR,ARBORIST/TREE SERVICE,2008-01-31T05:00:00.000Z,2007-03-15T04:00:00.000Z,2007,RN,Renewed,,,"26160 LAKE LN
SOUTH BEND, IN 46619
(41.679019, -86.373686)",14198
,"SUBWAY OF SOUTH BEND VIII, INC",1706 SOUTH BEND AVE,SOUTH BEND,IN,46635,(574) 243-7738,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-03-30T05:00:00.000Z,2006,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1706 SOUTH BEND AVE
SOUTH BEND, IN 46635
(41.694989, -86.222931)",14199
,GOODWILL INDUSTRIES OF MICHIAN,1805 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 472-7300,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-03-07T05:00:00.000Z,2006,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1805 W WESTERN AVE
SOUTH BEND, IN 46619
(41.672161, -86.276542)",14200
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,,(574) 400-9621,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-16T04:00:00.000Z,2015,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.699999830000024, -86.30750750999994)",14201
,TOM'S RESTAURANT,131 S LAFAYETTE BLVD,SOUTH BEND,IN,46601,(574) 237-9401,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-08-01T04:00:00.000Z,2006,RN,Renewed,SB3,COUNCIL DISTRICT 3,"131 S LAFAYETTE BLVD
SOUTH BEND, IN 46601
(41.675505, -86.253568)",14202
,TURNERS OF MICHIANA LLC,2720 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 289-4335,RESTZ,RESTAURANTS N-Z,2014-03-31T04:00:00.000Z,2013-03-26T04:00:00.000Z,2013,IN,Incative and no longer licensed,SB3,COUNCIL DISTRICT 3,"2720 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.665731, -86.207926)",14203
,HAIR CRAFTERS,602 LINCOLN WAY E,SOUTH BEND,IN,46601-3221,(574) 288-2448,MSGEST,MASSAGE ESTABLISHMENT,2006-01-31T05:00:00.000Z,2005-01-01T05:00:00.000Z,2005,RN,Renewed,,,"602 LINCOLN WAY E
SOUTH BEND, IN 46601-3221
(41.670515, -86.242482)",14204
,MATTHEW SANTOS  -  VIVINT INC.,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(801) 377-9111,PEDDLR,PEDDLER & CANVASSER,2013-01-31T05:00:00.000Z,2012-05-10T04:00:00.000Z,2012,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",14205
,NAVARRE AT THE WOODWARD,111 WOODWARD CT,SOUTH BEND,IN,46601,(574) 288-4420,RESTZ,RESTAURANTS N-Z,2008-03-31T04:00:00.000Z,2007-08-21T04:00:00.000Z,2007,RN,Renewed,SB2,COUNCIL DISTRICT 2,"111 WOODWARD CT
SOUTH BEND, IN 46601
(41.676524, -86.251199)",14206
,HONEY BAKED HAM CO & CAFE,2307 EDISON RD,SOUTH BEND,IN,46615,(574) 288-4267,RESTAM,RESTAURANTS A-M,2008-02-28T05:00:00.000Z,2007-05-14T04:00:00.000Z,2007,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2307 EDISON RD
SOUTH BEND, IN 46615
(41.6945, -86.215785)",14207
,JAMISON INN,1404 IVY CT,SOUTH BEND,IN,46637,(574) 277-6500,HOTEL,HOTEL/MOTEL,2005-01-31T05:00:00.000Z,2004-03-15T05:00:00.000Z,2004,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"1404 IVY CT
SOUTH BEND, IN 46637
(41.695269, -86.225041)",14208
,"PEP BOYS-MANNY MOE & JACK, INC",311 E IRELAND RD,SOUTH BEND,IN,46614,(574) 299-8647,AUTO,AUTOMOTIVE REPAIR & SVC,2008-01-31T05:00:00.000Z,2007-02-16T05:00:00.000Z,2007,OB,Out of Business,SB5,COUNCIL DISTRICT 5,"311 E IRELAND RD
SOUTH BEND, IN 46614
(41.62907, -86.246785)",14209
,HOLLYWOOD VIDEO #014927,2202 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 243-5359,SECOND,SECOND HAND DEALERS,2007-01-31T05:00:00.000Z,2006-03-07T05:00:00.000Z,2006,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2202 SOUTH BEND AVE
SOUTH BEND, IN 46637
(41.699728, -86.216799)",14210
,MINNIE BO RIBS,1740 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 272-7427,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-09-12T04:00:00.000Z,2006,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"1740 SOUTH BEND AVE
SOUTH BEND, IN 46637
(41.696946, -86.22125)",14211
,MILLS LANDSCAPE - DONT USE,11477 SPLIT OAK DR,GRANGER,IN,46530,(574) 272-0698,ARBOR,ARBORIST/TREE SERVICE,2007-01-31T05:00:00.000Z,2006-05-25T04:00:00.000Z,2006,RN,Renewed,,,"11477 SPLIT OAK DR
GRANGER, IN 46530
(41.749458, -86.0916)",14212
,ERIC SHIMP  -  VIVINT INC.,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(801) 377-9111,PEDDLR,PEDDLER & CANVASSER,2013-01-31T05:00:00.000Z,2012-05-10T04:00:00.000Z,2012,IN,Incative and no longer licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",14213
,"BOWEN, LUCKIE M",110 E DAYTON ST,SOUTH BEND,IN,46613,(574) 300-9871,TAXID,TAXI DRIVER,2008-06-01T04:00:00.000Z,2007-05-22T04:00:00.000Z,2007,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"110 E DAYTON ST
SOUTH BEND, IN 46613
(41.655751, -86.249264)",14214
,"YELLOW CAB OF MICHIANA, INC",1814 S MAIN ST,SOUTH BEND,IN,,(574) 233-9333,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-17T04:00:00.000Z,2015,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1814 S MAIN ST
SOUTH BEND, IN 46613
(41.65495137200003, -86.25145360899995)",14215
,"CYUSA, JEAN BAPTISTE",20277 AMBLESIDE DR,SOUTH BEND,IN,46637,(574) 243-4187,TAXID,TAXI DRIVER,2009-06-01T04:00:00.000Z,2008-05-21T04:00:00.000Z,2008,AC,Active and Licensed,,,"20277 AMBLESIDE DR
SOUTH BEND, IN 46637
(41.741919, -86.261128)",14216
,JASMINE SUPER MERCADO,454 S CARLISLE ST,SOUTH BEND,IN,46619,(574) 289-0108,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-05-15T04:00:00.000Z,2006,OB,Out of Business,SB6,COUNCIL DISTRICT 6,"454 S CARLISLE ST
SOUTH BEND, IN 46619
(41.670395, -86.281119)",14217
,ALWAYS OPEN,1401 N BENDIX DR,SOUTH BEND,IN,46628,(574) 233-6429,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-04-13T04:00:00.000Z,2006,RN,Renewed,SB1,COUNCIL DISTRICT 1,"1401 N BENDIX DR
SOUTH BEND, IN 46628
(41.694183, -86.293429)",14218
,VICKIE'S,112 W MONROE ST,SOUTH BEND,IN,46601,(574) 232-4090,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-03-27T05:00:00.000Z,2006,RN,Renewed,SB2,COUNCIL DISTRICT 2,"112 W MONROE ST
SOUTH BEND, IN 46601
(41.670979, -86.250972)",14219
,KIM MARLA SELLERS,1309 S 32ND ST,SOUTH BEND,IN,46615,(574) 233-1075,MSGTEC,MASSAGE THERAPY,2006-01-31T05:00:00.000Z,2005-12-01T05:00:00.000Z,2005,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1309 S 32ND ST
SOUTH BEND, IN 46615
(41.66092, -86.202613)",14220
,1202 N TWYCKENHAM DR,1202 N TWYCKENHAM DR,SOUTH BEND,IN,46617,(000) 000-0000,LPARKU,LAWN PARK UNDER 10 SPACES,2010-10-09T04:00:00.000Z,2010-09-09T04:00:00.000Z,2010,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1202 N TWYCKENHAM DR
SOUTH BEND, IN 46617
(41.691012, -86.225965)",14221
,"KOVACS, DANIEL",513 S WARREN ST,SOUTH BEND,IN,46619,(574) 287-1411,TAXID,TAXI DRIVER,2007-06-01T04:00:00.000Z,2006-05-31T04:00:00.000Z,2006,IR,In Review,SB6,COUNCIL DISTRICT 6,"513 S WARREN ST
SOUTH BEND, IN 46619
(41.669803, -86.279974)",14222
,SPEEDWAY #8531,2702 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 282-2402,RESTZ,RESTAURANTS N-Z,2009-03-31T04:00:00.000Z,2008-03-20T04:00:00.000Z,2008,RN,Renewed,SB3,COUNCIL DISTRICT 3,"2702 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.66573, -86.208489)",14223
,"YELLOW CAB OF MICHIANA, INC",1814 S MAIN ST,SOUTH BEND,IN,,(574) 233-9333,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-17T04:00:00.000Z,2015,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1814 S MAIN ST
SOUTH BEND, IN 46613
(41.65495137200003, -86.25145360899995)",14224
,POTAWATOMI POOL CONCESSION,2000 WALL ST,SOUTH BEND,IN,46615,(574) 235-9438,RESTZ,RESTAURANTS N-Z,2008-03-31T04:00:00.000Z,2007-04-10T04:00:00.000Z,2007,RN,Renewed,SB3,COUNCIL DISTRICT 3,"2000 WALL ST
SOUTH BEND, IN 46615
(41.667576, -86.21789)",14225
,ANTONIO'S PLACE,1314 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 289-0068,RESTAM,RESTAURANTS A-M,2008-02-28T05:00:00.000Z,2007-03-07T05:00:00.000Z,2007,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1314 W WESTERN AVE
SOUTH BEND, IN 46619
(41.672061, -86.271382)",14226
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 400-9621,TAXICAB,TAXI VEHICLE,2008-06-01T04:00:00.000Z,2007-05-14T04:00:00.000Z,2007,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",14227
,CEASEFIRE OF SOUTH BEND,921 N EDDY ST,SOUTH BEND,IN,46617,(574) 631-2845,OPARPV,OPEN AIR VENDORS PRIVATE,2007-01-31T05:00:00.000Z,2006-11-03T05:00:00.000Z,2006,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"921 N EDDY ST
SOUTH BEND, IN 46617
(41.687149, -86.234819)",14228
,SPEEDWAY #5487,2075 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-5436,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-03-30T05:00:00.000Z,2006,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2075 E IRELAND RD
SOUTH BEND, IN 46614
(41.629498, -86.217954)",14229
,"YELLOW CAB OF MICHIANA, INC",1814 S MAIN ST,SOUTH BEND,IN,46613,(574) 233-9333,TAXICAB,TAXI VEHICLE,2007-06-01T04:00:00.000Z,2006-05-08T04:00:00.000Z,2006,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1814 S MAIN ST
SOUTH BEND, IN 46613
(41.65494, -86.251447)",14230
,"HEILMAN, EDDIE A",1704 MARINE ST,SOUTH BEND,IN,46613,(574) 876-9949,TAXID,TAXI DRIVER,2005-06-01T04:00:00.000Z,2004-05-10T04:00:00.000Z,2004,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1704 MARINE ST
SOUTH BEND, IN 46613
(41.657388, -86.232048)",14231
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,,(574) 400-9621,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-19T04:00:00.000Z,2015,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.699999830000024, -86.30750750999994)",14232
,VALLEY TRANSMISSION,702 COLLEGE ST,SOUTH BEND,IN,46628,(574) 233-5894,AUTO,AUTOMOTIVE REPAIR & SVC,2010-01-31T05:00:00.000Z,2009-02-12T05:00:00.000Z,2009,RN,Renewed,SB2,COUNCIL DISTRICT 2,"702 COLLEGE ST
SOUTH BEND, IN 46628
(41.684155, -86.275878)",14233
,"CHINA GARDEN RESTAURANT, INC",900 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-7373,RESTAM,RESTAURANTS A-M,2009-02-28T05:00:00.000Z,2008-08-26T04:00:00.000Z,2008,RN,Renewed,SB5,COUNCIL DISTRICT 5,"900 E IRELAND RD
SOUTH BEND, IN 46614
(41.629294, -86.237722)",14234
,HOT DOGGIN,111 S MICHIGAN ST HOT,SOUTH BEND,IN,46601,(574) 220-2411,RESTAM,RESTAURANTS A-M,2007-02-28T05:00:00.000Z,2006-03-27T05:00:00.000Z,2006,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"111 S MICHIGAN ST
SOUTH BEND, IN 46601
(41.676085, -86.25036)",14235
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2008-06-01T04:00:00.000Z,2007-05-22T04:00:00.000Z,2007,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",14236
,CRAIG'S SERVICE CENTER,5307 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-9110,AUTO,AUTOMOTIVE REPAIR & SVC,2009-01-31T05:00:00.000Z,2008-05-19T04:00:00.000Z,2008,RN,Renewed,SB2,COUNCIL DISTRICT 2,"5307 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671981, -86.321385)",14237
,MARTIN'S BACKYARD GRILLS & BBQ,4633 S BURNETT DR,SOUTH BEND,IN,46614,(574) 232-0777,OPARPV,OPEN AIR VENDORS PRIVATE,2008-01-31T05:00:00.000Z,2007-06-22T04:00:00.000Z,2007,IN,Incative and no longer licensed,SB6,COUNCIL DISTRICT 6,"4633 S BURNETT DR
SOUTH BEND, IN 46614
(41.626569, -86.262819)",14238
,UNITED CAB,2730 MISHAWAKA AVE,SOUTH BEND,IN,,(574) 233-9599,TAXICAB,TAXI VEHICLE,2015-10-01T04:00:00.000Z,2014-09-23T04:00:00.000Z,2015,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2730 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.66570331400004, -86.20761043799996)",14239
,THE TASTE,917 LINCOLN WAY W,SOUTH BEND,IN,46616-1126,(574) 520-8969,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-09-16T04:00:00.000Z,2010,RN,Renewed,,,"917 LINCOLN WAY W
SOUTH BEND, IN 46616-1126
(41.682226, -86.263264)",14240
,828 PEASHWAY,828 PEASHWAY ST,SOUTH BEND,IN,46617,(574) 233-5429,LPARKO,LAWN PARK 10 OR MORE SPACES,2009-09-19T04:00:00.000Z,2009-09-17T04:00:00.000Z,2009,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"828 PEASHWAY ST
SOUTH BEND, IN 46617
(41.691991, -86.238871)",14241
,RUSSELL AUTOMOTIVE,1510 E CALVERT ST,SOUTH BEND,IN,46613,(574) 287-2826,AUTO,AUTOMOTIVE REPAIR & SVC,2007-01-31T05:00:00.000Z,2006-10-30T05:00:00.000Z,2006,IN,Incative and no longer licensed,SB5,COUNCIL DISTRICT 5,"1510 E CALVERT ST
SOUTH BEND, IN 46613
(41.654823, -86.225274)",14242
,PAPA JOHN'S #2,1811 S IRONWOOD DR,SOUTH BEND,IN,46614,(574) 233-7272,RESTZ,RESTAURANTS N-Z,2007-03-31T04:00:00.000Z,2006-04-20T04:00:00.000Z,2006,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1811 S IRONWOOD DR
SOUTH BEND, IN 46614
(41.655383, -86.215813)",14243
,THE BEEHIVE,706 E JEFFERSON BLVD,SOUTH BEND,IN,46617,(574) 233-1556,MSGEST,MASSAGE ESTABLISHMENT,2011-01-31T05:00:00.000Z,2010-03-24T04:00:00.000Z,2010,RN,Renewed,SB4,COUNCIL DISTRICT 4,"706 E JEFFERSON BLVD
SOUTH BEND, IN 46617
(41.675136, -86.240964)",14244
,"JENKS, DENNIS L",333 N MAIN ST,SOUTH BEND,IN,46601,(906) 322-2777,TAXID,TAXI DRIVER,2008-06-01T04:00:00.000Z,2007-07-03T04:00:00.000Z,2007,AC,Active and Licensed,SB2,COUNCIL DISTRICT 2,"333 N MAIN ST
SOUTH BEND, IN 46601
(41.67951, -86.252043)",14245
